가구식별번호,조사연도,조사차수,조사구식별번호,시도코드,시도명,행정구역유형,도시농촌구분,층화코드,표본조사구코드,조사일자,응답방식,응답상태,주택유형,점유형태,아파트층수,가구유형,가구원수,가구원수구간,가구주성별,가구주연령,가구주연령대,교육수준코드,교육수준,종사상지위,경제활동상태,산업분류,인터넷이용여부,건강상태등급,삶의만족도점수,지역박탈도백분위,통근시간_분,주당근로시간,월근로소득_만원,월사업소득_만원,월이전소득_만원,월기타소득_만원,월총소득_만원,연간가구소득_만원,세금사회보험료_만원,가처분소득_만원,식료품비_만원,주거비_만원,교육비_만원,보건의료비_만원,교통비_만원,기타지출_만원,월총지출_만원,월저축액_만원,1인당가처분소득_만원,균등화가처분소득_만원,주거비부담률,경제스트레스지수,조사가중치,응답자메모
HH-2025-001290,2025,2,ED-0290,R02,부산광역시,동부,도시,ST-02-동,PSU-0031,2025-05-01,인터넷,부분응답,아파트,자가,1,부부,2,2인,남성,25,20대 이하,6,대학원,상용근로자,취업,기타서비스,Y,4,2,20,48.0,52.0,480,0.0,45,20,545.0,6540.0,57.2,487.8,68,32,0,7,34,29,170,317.8,243.9,344.9,6.6,33.4,1.79,"메모-0390: 생활비, 주거비 항목 재확인"
HH-2025-001291,2025,3,ED-0291,R16,경상남도,동부,도시,ST-16-동,PSU-0068,2025-06-07,인터넷,완료,아파트,보증부월세,8,부부+자녀,5,5인 이상,여성,76,70대 이상,4,고등학교,임시·일용근로자,취업,공공·교육,Y,3,4,30,27.5,39.5,65,0.0,85,60,210.0,2520.0,11.6,198.4,143,93,15,22,37,54,364,-165.6,39.7,88.7,46.9,32.6,0.65,메모-0391: 가구원 수 변동 내용을 면접원이 확인
HH-2025-001292,2025,4,ED-0292,R09,경기도,면부,농촌,ST-09-면,PSU-0105,2025-07-14,전화,완료,연립·다세대,자가,0,기타,3,3~4인,여성,79,70대 이상,2,초등학교,비경제활동,비경제활동,,N,2,4,20,,,0.0,0.0,60,0,60.0,720.0,3.3,56.7,116,47,24,28,17,41,273,-216.3,18.9,32.7,82.9,31.9,1.015,메모-0392: 소득 항목은 월평균 금액으로 응답
HH-2025-001293,2025,1,ED-0293,R16,경상남도,동부,도시,ST-16-동,PSU-0142,2025-08-20,인터넷,완료,아파트,자가,22,부부+자녀,4,3~4인,여성,49,40대,6,대학원,상용근로자,취업,보건·복지,Y,4,3,10,78.5,47.0,410,0.0,35,115,560.0,6720.0,58.8,501.2,121,55,36,13,39,47,311,190.2,125.3,250.6,11.0,45.1,1.38,메모-0393: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-001294,2025,2,ED-0294,R09,경기도,면부,농촌,ST-09-면,PSU-0179,2025-09-26,방문면접,완료,단독주택,자가,0,1인가구,1,1인,남성,63,60대,4,고등학교,상용근로자,취업,운수업,Y,4,4,10,40.5,47.5,450,0.0,20,50,520.0,6240.0,54.6,465.4,59,50,0,5,41,12,167,298.4,465.4,465.4,10.7,31.7,1.745,메모-0394: 교육비와 보건비 영수증을 참고해 응답
HH-2025-001295,2025,3,ED-0295,R04,인천광역시,동부,도시,ST-04-동,PSU-0216,2025-05-06,인터넷,완료,아파트,자가,6,1인가구,1,1인,남성,56,50대,5,대학교,비경제활동,비경제활동,,Y,3,2,5,,,0.0,0.0,25,75,100.0,1200.0,5.5,94.5,39,63,4,2,36,18,162,-67.5,94.5,94.5,66.7,31.2,0.605,메모-0395: 응답자가 조사표 작성 기준을 확인함
HH-2025-001296,2025,4,ED-0296,R10,강원특별자치도,동부,도시,ST-10-동,PSU-0253,2025-06-12,인터넷,완료,아파트,자가,13,부부,2,2인,남성,24,20대 이하,4,고등학교,학생,비경제활동,,Y,4,4,5,,,0.0,0.0,40,140,180.0,2160.0,9.9,170.1,85,62,0,5,27,37,216,-45.9,85.0,120.3,36.4,30.4,0.97,"메모-0396: 생활비, 주거비 항목 재확인"
HH-2025-001297,2025,1,ED-0297,R04,인천광역시,동부,도시,ST-04-동,PSU-0290,2025-07-19,방문면접,완료,단독주택,보증부월세,0,3세대,6,5인 이상,여성,64,60대,3,중학교,비경제활동,비경제활동,,Y,4,4,10,,,0.0,0.0,30,30,60.0,720.0,3.3,56.7,169,73,1,24,17,52,336,-279.3,9.5,23.1,128.7,32.0,1.335,메모-0397: 가구원 수 변동 내용을 면접원이 확인
HH-2025-001298,2025,2,ED-0298,R01,서울특별시,동부,도시,ST-01-동,PSU-0027,2025-08-25,인터넷,완료,아파트,보증부월세,27,1인가구,1,1인,남성,21,20대 이하,5,대학교,학생,비경제활동,,Y,4,3,5,,,0.0,0.0,70,0,70.0,840.0,3.9,66.1,41,73,19,2,11,32,178,-36.900000000000006,66.1,66.1,110.4,31.6,1.7,메모-0398: 소득 항목은 월평균 금액으로 응답
HH-2025-001299,2025,3,ED-0299,R03,대구광역시,동부,도시,ST-03-동,PSU-0064,2025-04-04,인터넷,완료,아파트,자가,4,부부+자녀,5,5인 이상,여성,37,30대,4,고등학교,임시·일용근로자,취업,공공·교육,Y,4,2,20,34.0,44.0,160,0.0,35,35,230.0,2760.0,12.7,217.3,106,56,48,10,38,66,324,-106.7,43.5,97.2,25.8,33.5,0.56,메모-0399: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-001300,2025,4,ED-0300,R01,서울특별시,동부,도시,ST-01-동,PSU-0101,2025-05-11,인터넷,완료,단독주택,자가,0,부부+자녀,5,5인 이상,여성,63,60대,5,대학교,비경제활동,비경제활동,,Y,4,4,10,,,0.0,0.0,55,25,80.0,960.0,4.4,75.6,144,67,10,10,27,49,307,-231.4,15.1,33.8,88.6,31.7,0.925,메모-0400: 교육비와 보건비 영수증을 참고해 응답
HH-2025-001301,2025,1,ED-0301,R03,대구광역시,동부,도시,ST-03-동,PSU-0138,2025-06-17,인터넷,완료,아파트,무상,18,부부+자녀,3,3~4인,여성,44,40대,6,대학원,비경제활동,비경제활동,,Y,4,4,10,,,0.0,0.0,40,0,40.0,480.0,2.2,37.8,84,60,42,6,23,32,247,-209.2,12.6,21.8,158.7,32.0,1.29,메모-0401: 응답자가 조사표 작성 기준을 확인함
HH-2025-001302,2025,2,ED-0302,R06,대전광역시,동부,도시,ST-06-동,PSU-0175,2025-07-24,전화,완료,아파트,자가,25,부부+자녀,4,3~4인,남성,48,40대,4,고등학교,상용근로자,취업,금융·전문서비스,Y,3,2,5,85.5,43.0,215,0.0,15,110,340.0,4080.0,35.7,304.3,95,51,43,6,31,37,263,41.3,76.1,152.2,16.8,50.8,1.655,
HH-2025-001303,2025,3,ED-0303,R09,경기도,읍부,농촌,ST-09-읍,PSU-0212,2025-08-30,전화,완료,아파트,자가,2,1인가구,1,1인,여성,37,30대,4,고등학교,실업자,실업,,Y,5,4,5,,,0.0,0.0,40,75,115.0,1380.0,6.3,108.7,52,43,0,5,23,37,160,-51.3,108.7,108.7,39.6,31.0,0.515,메모-0403: 가구원 수 변동 내용을 면접원이 확인
HH-2025-001304,2025,4,ED-0304,R04,인천광역시,동부,도시,ST-04-동,PSU-0249,2025-04-09,전화,부분응답,아파트,자가,9,부부+자녀,4,3~4인,여성,63,60대,4,고등학교,비경제활동,비경제활동,,Y,3,4,5,,,0.0,0.0,70,15,85.0,1020.0,4.7,80.3,128,48,8,15,8,62,269,-188.7,20.1,40.1,59.8,31.6,0.88,메모-0404: 소득 항목은 월평균 금액으로 응답
HH-2025-001305,2025,1,ED-0305,R07,울산광역시,동부,도시,ST-07-동,PSU-0286,2025-05-16,인터넷,완료,아파트,전세,16,부부,2,2인,여성,32,30대,6,대학원,자영업자,취업,도소매·숙박,Y,5,4,5,48.0,46.5,0.0,320,40,10,370.0,4440.0,38.9,331.1,84,60,0,20,24,25,213,118.1,165.6,234.1,18.1,35.4,1.245,메모-0405: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-001306,2025,2,ED-0306,R02,부산광역시,읍부,농촌,ST-02-읍,PSU-0023,2025-06-22,방문면접,완료,연립·다세대,자가,0,한부모,3,3~4인,여성,37,30대,3,중학교,비경제활동,비경제활동,,Y,5,3,10,,,0.0,0.0,25,30,55.0,660.0,3.0,52.0,93,51,5,4,24,50,227,-175.0,17.3,30.0,98.1,31.8,1.61,메모-0406: 교육비와 보건비 영수증을 참고해 응답
HH-2025-001307,2025,3,ED-0307,R11,충청북도,면부,농촌,ST-11-면,PSU-0060,2025-07-29,전화,완료,단독주택,전세,0,한부모,4,3~4인,여성,55,50대,2,초등학교,상용근로자,취업,공공·교육,Y,4,3,25,40.5,40.0,315,0.0,85,140,540.0,6480.0,56.7,483.3,102,43,35,7,36,69,292,191.3,120.8,241.7,8.9,31.7,1.975,메모-0407: 응답자가 조사표 작성 기준을 확인함
HH-2025-001308,2025,4,ED-0308,R06,대전광역시,동부,도시,ST-06-동,PSU-0097,2025-09-04,방문면접,완료,아파트,전세,7,기타,3,3~4인,여성,58,50대,4,고등학교,상용근로자,취업,제조업,N,3,4,10,21.5,43.0,430,0.0,0,45,475.0,5700.0,49.9,425.1,88,27,40,27,38,31,251,174.1,141.7,245.4,6.4,28.8,0.835,"메모-0408: 생활비, 주거비 항목 재확인"
HH-2025-001309,2025,1,ED-0309,R09,경기도,읍부,농촌,ST-09-읍,PSU-0134,2025-04-14,전화,완료,단독주택,자가,0,1인가구,1,1인,여성,65,60대,3,중학교,비경제활동,비경제활동,,Y,3,4,5,,,0.0,0.0,25,60,85.0,1020.0,4.7,80.3,52,27,8,11,23,30,151,-70.7,80.3,80.3,33.6,31.3,1.2,메모-0409: 가구원 수 변동 내용을 면접원이 확인
HH-2025-001310,2025,2,ED-0310,R04,인천광역시,동부,도시,ST-04-동,PSU-0171,2025-05-21,전화,완료,아파트,무상,21,부부,2,2인,남성,42,40대,4,고등학교,자영업자,취업,금융·전문서비스,Y,4,3,5,5.0,41.0,0.0,210,20,15,245.0,2940.0,13.5,231.5,73,8,0,15,29,33,158,73.5,115.8,163.7,3.5,29.6,1.565,메모-0410: 소득 항목은 월평균 금액으로 응답
HH-2025-001311,2025,3,ED-0311,R12,충청남도,동부,도시,ST-12-동,PSU-0208,2025-06-27,인터넷,완료,단독주택,보증부월세,0,기타,4,3~4인,남성,68,60대,4,고등학교,상용근로자,취업,제조업,Y,3,3,20,67.5,30.5,330,0.0,60,20,410.0,4920.0,43.0,367.0,138,103,23,25,31,53,373,-6.0,91.8,183.5,28.1,42.0,1.93,메모-0411: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-001312,2025,4,ED-0312,R03,대구광역시,동부,도시,ST-03-동,PSU-0245,2025-08-03,인터넷,완료,오피스텔,자가,0,1인가구,1,1인,여성,51,50대,4,고등학교,상용근로자,취업,농림어업,Y,3,3,5,58.0,38.0,435,0.0,45,10,490.0,5880.0,51.4,438.6,42,72,1,26,41,31,213,225.6,438.6,438.6,16.4,37.3,0.79,메모-0412: 교육비와 보건비 영수증을 참고해 응답
HH-2025-001313,2025,1,ED-0313,R02,부산광역시,면부,농촌,ST-02-면,PSU-0282,2025-09-09,인터넷,완료,아파트,자가,12,1인가구,1,1인,여성,79,70대 이상,5,대학교,자영업자,취업,금융·전문서비스,Y,2,4,10,33.5,37.5,0.0,235,60,135,430.0,5160.0,45.1,384.9,57,34,0,31,40,23,185,199.9,384.9,384.9,8.8,31.1,1.155,메모-0413: 응답자가 조사표 작성 기준을 확인함
HH-2025-001314,2025,2,ED-0314,R14,전라남도,동부,도시,ST-14-동,PSU-0019,2025-04-19,인터넷,완료,오피스텔,보증부월세,0,부부,2,2인,여성,60,60대,4,대학교,자영업자,취업,기타서비스,Y,3,3,5,23.5,47.5,0.0,185,0,90,275.0,3300.0,15.1,259.9,84,95,0,18,32,37,266,-6.1,129.9,183.8,56.6,31.1,1.52,"메모-0414: 생활비, 주거비 항목 재확인"
HH-2025-001315,2025,3,ED-0315,R09,경기도,동부,도시,ST-09-동,PSU-0056,2025-05-26,전화,완료,아파트,자가,26,부부,2,2인,남성,37,30대,5,대학교,실업자,실업,,Y,4,4,10,,,0.0,0.0,30,30,60.0,720.0,3.3,56.7,79,43,0,2,17,32,173,-116.3,28.4,40.1,75.8,31.7,1.885,메모-0415: 가구원 수 변동 내용을 면접원이 확인
HH-2025-001316,2025,4,ED-0316,R09,경기도,동부,도시,ST-09-동,PSU-0093,2025-07-02,전화,완료,오피스텔,자가,0,1인가구,1,1인,여성,30,30대,5,대학교,상용근로자,취업,도소매·숙박,Y,5,3,5,43.5,37.0,310,0.0,45,30,435.0,5220.0,40.4,344.6,61,26,0,8,33,41,169,175.6,344.6,344.6,7.5,33.9,0.745,메모-0416: 소득 항목은 월평균 금액으로 응답
HH-2025-001317,2025,1,ED-0317,R01,서울특별시,동부,도시,ST-01-동,PSU-0130,2025-08-08,전화,부분응답,연립·다세대,자가,0,1인가구,1,1인,여성,43,40대,5,대학교,자영업자,취업,도소매·숙박,Y,5,3,35,57.0,47.0,0.0,265,20,15,300.0,3600.0,31.5,268.5,51,43,4,7,27,28,160,108.5,268.5,268.5,16.0,38.8,1.11,메모-0417: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-001318,2025,2,ED-0318,R01,서울특별시,동부,도시,ST-01-동,PSU-0167,2025-09-14,인터넷,완료,아파트,보증부월세,17,1인가구,1,1인,여성,75,70대 이상,4,고등학교,비경제활동,비경제활동,,Y,3,4,15,,,0.0,0.0,35,60,95.0,1140.0,5.2,89.8,34,67,3,29,12,30,175,-85.2,89.8,89.8,74.6,31.3,1.475,메모-0418: 교육비와 보건비 영수증을 참고해 응답
HH-2025-001319,2025,3,ED-0319,R01,서울특별시,동부,도시,ST-01-동,PSU-0204,2025-04-24,전화,완료,단독주택,자가,0,한부모,3,3~4인,남성,75,70대 이상,4,고등학교,비경제활동,비경제활동,,N,3,4,5,,,0.0,0.0,30,65,95.0,1140.0,5.2,89.8,93,26,6,22,29,42,218,-128.2,29.9,51.8,29.0,31.4,1.84,메모-0419: 응답자가 조사표 작성 기준을 확인함
HH-2025-001320,2025,4,ED-0320,R17,제주특별자치도,읍부,농촌,ST-17-읍,PSU-0241,2025-05-31,전화,완료,연립·다세대,보증부월세,0,부부,2,2인,여성,48,40대,5,대학교,자영업자,취업,제조업,Y,4,4,5,52.0,41.5,0.0,675,55,25,755.0,9060.0,128.4,626.6,74,71,0,9,46,56,256,370.6,313.3,443.1,11.3,33.1,0.7,"메모-0420: 생활비, 주거비 항목 재확인"
HH-2025-001321,2025,1,ED-0321,R01,서울특별시,동부,도시,ST-01-동,PSU-0278,2025-07-07,전화,완료,아파트,자가,8,부부,2,2인,남성,44,40대,5,대학교,상용근로자,취업,보건·복지,Y,4,4,20,21.0,46.0,345,0.0,15,85,445.0,5340.0,46.7,398.3,59,62,4,2,21,30,178,220.3,199.2,281.6,15.6,28.9,1.065,메모-0421: 가구원 수 변동 내용을 면접원이 확인
HH-2025-001322,2025,2,ED-0322,R09,경기도,면부,농촌,ST-09-면,PSU-0015,2025-08-13,전화,완료,단독주택,자가,0,1인가구,1,1인,여성,74,70대 이상,2,초등학교,비경제활동,비경제활동,,N,3,4,20,,,0.0,0.0,25,65,90.0,1080.0,5.0,85.0,43,41,26,24,22,33,189,-104.0,85.0,85.0,48.2,31.4,1.43,메모-0422: 소득 항목은 월평균 금액으로 응답
HH-2025-001323,2025,3,ED-0323,R02,부산광역시,동부,도시,ST-02-동,PSU-0052,2025-09-19,인터넷,완료,연립·다세대,월세,0,1인가구,1,1인,남성,45,40대,3,중학교,자영업자,취업,공공·교육,Y,5,3,5,54.0,43.0,0.0,130,25,90,245.0,2940.0,13.5,231.5,26,71,0,10,33,34,174,57.5,231.5,231.5,30.7,38.3,1.795,메모-0423: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-001324,2025,4,ED-0324,R01,서울특별시,동부,도시,ST-01-동,PSU-0089,2025-04-29,인터넷,완료,연립·다세대,전세,0,부부+자녀,4,3~4인,여성,46,40대,4,고등학교,실업자,실업,,Y,4,5,5,,,0.0,0.0,35,35,70.0,840.0,3.9,66.1,116,47,26,18,32,56,295,-228.9,16.5,33.0,71.1,31.8,0.655,메모-0424: 교육비와 보건비 영수증을 참고해 응답
HH-2025-001325,2025,1,ED-0325,R05,광주광역시,동부,도시,ST-05-동,PSU-0126,2025-06-05,방문면접,완료,아파트,자가,6,부부,2,2인,여성,60,60대,5,대학교,임시·일용근로자,취업,도소매·숙박,Y,2,3,10,44.0,38.0,155,0.0,5,15,175.0,2100.0,9.6,165.4,82,38,1,38,32,34,375,-209.6,82.7,117.0,23.0,36.6,1.02,메모-0425: 응답자가 조사표 작성 기준을 확인함
HH-2025-001326,2025,2,ED-0326,R02,부산광역시,동부,도시,ST-02-동,PSU-0163,2025-07-12,방문면접,완료,아파트,자가,13,3세대,7,5인 이상,여성,42,40대,5,대학교,비경제활동,비경제활동,,Y,4,4,30,,,0.0,0.0,30,40,70.0,840.0,3.9,66.1,179,43,69,5,17,64,377,-310.9,9.4,25.0,65.1,32.0,1.385,"메모-0426: 생활비, 주거비 항목 재확인"
HH-2025-001327,2025,3,ED-0327,R09,경기도,동부,도시,ST-09-동,PSU-0200,2025-08-18,전화,완료,연립·다세대,자가,0,부부+자녀,4,3~4인,남성,50,50대,5,대학교,비경제활동,비경제활동,,Y,4,4,10,,,0.0,0.0,35,105,140.0,1680.0,7.7,132.3,124,56,64,2,12,48,306,-173.7,33.1,66.2,42.3,31.0,1.75,메모-0427: 가구원 수 변동 내용을 면접원이 확인
HH-2025-001328,2025,4,ED-0328,R01,서울특별시,동부,농촌,ST-01-동,PSU-0237,2025-09-24,방문면접,완료,단독주택,자가,0,1인가구,1,1인,남성,89,70대 이상,4,고등학교,비경제활동,비경제활동,,N,3,4,10,,,0.0,0.0,75,30,105.0,1260.0,5.8,99.2,30,29,10,34,8,30,141,-41.8,99.2,99.2,29.2,31.1,0.61,메모-0428: 소득 항목은 월평균 금액으로 응답
HH-2025-001329,2025,1,ED-0329,R01,서울특별시,동부,도시,ST-01-동,PSU-0274,2025-05-04,전화,완료,단독주택,자가,0,부부+자녀,3,3~4인,남성,21,20대 이하,5,대학교,학생,비경제활동,,Y,4,3,40,,,0.0,0.0,10,140,150.0,1800.0,8.2,141.8,89,54,3,2,19,53,220,-78.2,47.3,81.9,38.1,30.7,0.975,메모-0429: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-001330,2025,2,ED-0330,R14,전라남도,면부,농촌,ST-14-면,PSU-0011,2025-06-10,방문면접,완료,아파트,자가,11,부부+자녀,5,5인 이상,남성,71,70대 이상,3,중학교,비경제활동,비경제활동,,N,2,3,5,,,0.0,0.0,60,100,160.0,1920.0,8.8,151.2,137,42,32,23,12,63,309,-157.8,30.2,67.6,27.8,30.8,1.34,메모-0430: 교육비와 보건비 영수증을 참고해 응답
HH-2025-001331,2025,3,ED-0331,R02,부산광역시,동부,도시,ST-02-동,PSU-0048,2025-07-17,인터넷,완료,아파트,보증부월세,18,부부+자녀,4,3~4인,남성,62,60대,6,대학원,상용근로자,취업,건설업,Y,4,4,5,37.0,42.0,415,0.0,55,0,470.0,5640.0,49.4,420.6,115,99,10,18,36,47,325,95.6,105.2,210.3,23.5,31.7,1.705,메모-0431: 응답자가 조사표 작성 기준을 확인함
HH-2025-001332,2025,4,ED-0332,R13,전북특별자치도,동부,도시,ST-13-동,PSU-0085,2025-08-23,인터넷,완료,오피스텔,자가,0,부부+자녀,5,5인 이상,남성,36,30대,4,고등학교,상용근로자,취업,도소매·숙박,Y,4,3,15,52.0,48.5,370,0.0,30,50,450.0,5400.0,47.2,402.8,130,60,41,8,34,54,327,75.8,80.6,180.1,14.9,35.9,0.565,"메모-0432: 생활비, 주거비 항목 재확인"
HH-2025-001333,2025,1,ED-0333,R01,서울특별시,동부,도시,ST-01-동,PSU-0122,2025-04-02,방문면접,완료,아파트,보증부월세,2,1인가구,1,1인,남성,77,70대 이상,3,중학교,비경제활동,비경제활동,,N,2,4,35,,,0.0,0.0,60,40,100.0,1200.0,5.5,94.5,50,97,0,26,13,28,214,-119.5,94.5,94.5,102.6,31.3,0.93,
HH-2025-001334,2025,2,ED-0334,R01,서울특별시,동부,도시,ST-01-동,PSU-0159,2025-05-09,인터넷,완료,아파트,보증부월세,9,부부+자녀,5,5인 이상,여성,32,30대,5,대학교,비경제활동,비경제활동,,Y,4,4,10,,,0.0,0.0,60,85,145.0,1740.0,8.0,137.0,130,88,55,2,29,64,368,-231.0,27.4,61.3,64.2,31.1,1.295,메모-0434: 소득 항목은 월평균 금액으로 응답
HH-2025-001335,2025,3,ED-0335,R09,경기도,면부,농촌,ST-09-면,PSU-0196,2025-06-15,인터넷,완료,단독주택,보증부월세,0,부부,2,2인,여성,29,20대 이하,4,고등학교,자영업자,실업,운수업,Y,5,4,5,48.5,40.5,0.0,475,50,0,525.0,6300.0,55.1,469.9,72,69,6,5,30,28,210,259.9,234.9,332.3,14.7,33.8,1.66,메모-0435: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-001336,2025,4,ED-0336,R16,경상남도,읍부,농촌,ST-16-읍,PSU-0233,2025-07-22,전화,완료,연립·다세대,자가,0,부부,2,2인,남성,41,40대,4,고등학교,자영업자,취업,정보통신,Y,5,3,5,40.0,43.0,0.0,490,50,55,595.0,7140.0,62.5,532.5,78,19,0,17,33,49,196,336.5,266.2,376.5,3.6,30.8,0.52,메모-0436: 교육비와 보건비 영수증을 참고해 응답
HH-2025-001337,2025,1,ED-0337,R13,전북특별자치도,동부,도시,ST-13-동,PSU-0270,2025-08-28,인터넷,완료,연립·다세대,자가,0,부부,2,2인,남성,49,40대,4,고등학교,실업자,실업,,Y,4,3,10,,,0.0,0.0,35,55,90.0,1080.0,5.0,85.0,58,48,0,2,32,40,180,-95.0,42.5,60.1,56.5,31.3,0.885,메모-0437: 응답자가 조사표 작성 기준을 확인함
HH-2025-001338,2025,2,ED-0338,R09,경기도,동부,도시,ST-09-동,PSU-0007,2025-04-07,방문면접,완료,아파트,자가,7,부부,2,2인,남성,53,50대,5,대학교,실업자,실업,,Y,4,3,5,,,0.0,0.0,10,55,65.0,780.0,3.6,61.4,77,24,0,8,23,27,159,-97.6,30.7,43.4,39.1,31.6,1.25,"메모-0438: 생활비, 주거비 항목 재확인"
HH-2025-001339,2025,3,ED-0339,R01,서울특별시,동부,도시,ST-01-동,PSU-0044,2025-05-14,인터넷,완료,아파트,전세,14,1인가구,1,1인,여성,63,60대,3,중학교,자영업자,취업,제조업,Y,4,2,15,54.5,29.0,0.0,180,0,40,220.0,2640.0,12.1,207.9,53,71,7,17,17,24,189,18.9,207.9,207.9,34.2,38.8,1.615,메모-0439: 가구원 수 변동 내용을 면접원이 확인
HH-2025-001340,2025,4,ED-0340,R01,서울특별시,동부,도시,ST-01-동,PSU-0081,2025-06-20,인터넷,완료,아파트,보증부월세,21,1인가구,1,2인,여성,63,60대,4,고등학교,임시·일용근로자,취업,기타서비스,Y,4,3,10,39.5,47.5,140,0.0,75,40,255.0,3060.0,14.0,241.0,32,90,14,21,44,43,244,-3.0,241.0,241.0,37.3,59.3,1.98,메모-0440: 소득 항목은 월평균 금액으로 응답
HH-2025-001341,2025,1,ED-0341,R02,부산광역시,동부,도시,ST-02-동,PSU-0118,2025-07-27,인터넷,부분응답,아파트,전세,28,3세대,4,3~4인,남성,48,40대,5,대학교,상용근로자,취업,제조업,Y,5,2,10,88.0,46.0,410,0.0,40,10,460.0,5520.0,48.3,411.7,124,69,33,11,22,57,316,95.7,102.9,205.8,16.8,50.9,0.84,메모-0441: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-001342,2025,2,ED-0342,R01,서울특별시,동부,도시,ST-01-동,PSU-0155,2025-09-02,인터넷,완료,연립·다세대,자가,0,3세대,5,5인 이상,남성,72,70대 이상,3,중학교,비경제활동,비경제활동,,Y,4,4,5,,,0.0,0.0,70,15,85.0,2220.0,4.7,80.3,150,54,19,22,3,64,312,-231.7,16.1,35.9,67.2,31.7,1.205,메모-0442: 교육비와 보건비 영수증을 참고해 응답
HH-2025-001343,2025,3,ED-0343,R11,충청북도,동부,도시,ST-11-동,PSU-0192,2025-04-12,전화,부분응답,아파트,자가,12,부부,2,2인,남성,41,50대,5,대학교,상용근로자,취업,금융·전문서비스,Y,5,2,5,84.5,32.0,525,0.0,15,150,690.0,8280.0,117.3,572.7,69,43,9,10,19,20,170,402.7,286.4,405.0,7.5,46.9,1.57,메모-0443: 응답자가 조사표 작성 기준을 확인함
HH-2025-001344,2025,4,ED-0344,R16,경상남도,읍부,농촌,ST-16-읍,PSU-0229,2025-05-19,인터넷,완료,아파트,보증부월세,19,부부,2,2인,여성,50,50대,5,대학교,임시·일용근로자,취업,보건·복지,Y,3,4,30,8.5,30.5,120,0.0,10,10,140.0,1680.0,7.7,132.3,72,76,0,4,41,41,234,-101.7,66.2,93.6,57.4,31.1,1.935,"메모-0444: 생활비, 주거비 항목 재확인"
HH-2025-001345,2025,1,ED-0345,R09,경기도,면부,농촌,ST-09-면,PSU-0266,2025-06-25,인터넷,완료,단독주택,자가,0,부부+자녀,4,3~4인,남성,46,40대,4,고등학교,상용근로자,취업,보건·복지,Y,5,4,5,31.0,51.5,300,0.0,70,70,440.0,5280.0,46.2,393.8,126,47,41,2,38,38,292,101.8,98.5,196.9,11.9,30.7,0.795,메모-0445: 가구원 수 변동 내용을 면접원이 확인
HH-2025-001346,2025,2,ED-0346,R03,대구광역시,동부,도시,ST-03-동,PSU-0003,2025-08-01,인터넷,완료,단독주택,보증부월세,0,부부+자녀,4,3~4인,남성,65,60대,4,고등학교,비경제활동,비경제활동,,Y,2,3,10,,,0.0,0.0,65,30,95.0,1140.0,5.2,89.8,116,88,0,14,16,36,270,-180.2,22.4,44.9,98.0,31.5,1.16,메모-0446: 소득 항목은 월평균 금액으로 응답
HH-2025-001347,2025,3,ED-0347,R09,경기도,면부,농촌,ST-09-면,PSU-0040,2025-09-07,인터넷,완료,단독주택,자가,0,1인가구,1,1인,남성,29,20대 이하,4,고등학교,실업자,실업,,Y,4,4,5,,,0.0,0.0,25,15,40.0,480.0,2.2,37.8,50,28,0,9,24,28,139,-101.2,37.8,37.8,74.1,31.8,1.525,메모-0447: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-001348,2025,4,ED-0348,R02,부산광역시,동부,도시,ST-02-동,PSU-0077,2025-04-17,전화,완료,아파트,보증부월세,17,부부+자녀,4,3~4인,여성,46,40대,5,대학교,자영업자,취업,보건·복지,Y,4,2,35,28.0,42.5,0.0,155,35,50,240.0,2880.0,13.2,226.8,128,89,41,12,13,53,336,-109.2,56.7,113.4,39.2,32.3,1.89,메모-0448: 교육비와 보건비 영수증을 참고해 응답
HH-2025-001349,2025,1,ED-0349,R05,대전광역시,동부,도시,ST-05-동,PSU-0114,2025-05-24,방문면접,완료,연립·다세대,자가,0,한부모,3,3~4인,남성,57,50대,3,중학교,임시·일용근로자,취업,제조업,Y,4,5,15,7.5,36.0,155,0.0,20,25,200.0,2400.0,11.0,189.0,120,32,0,14,37,51,254,-65.0,63.0,359.1,16.9,30.4,0.75,메모-0449: 응답자가 조사표 작성 기준을 확인함
HH-2025-001350,2025,2,ED-0350,R11,충청북도,동부,도시,ST-11-동,PSU-0151,2025-06-30,인터넷,완료,아파트,자가,1,부부+자녀,4,3~4인,남성,46,40대,5,대학교,상용근로자,취업,보건·복지,Y,5,4,5,33.0,49.0,455,0.0,50,115,620.0,7440.0,105.4,514.6,117,56,38,15,29,59,314,200.6,128.7,257.3,10.9,29.7,1.115,"메모-0450: 생활비, 주거비 항목 재확인"
